date,ticker,horizon,screening_profile,validation_bucket,high_probability_score,calibrated_win_probability,signal_score,point_in_time_universe_member,forward_return_5d,forward_return_20d,forward_return_60d
2025-03-17,MSFT,medium,mega_cap_tech,filtered_out,39.88,0.4541,39.5,False,0.0112682816720774,-0.0022898892612344,0.2181312578605432
2025-03-17,MSFT,long,mega_cap_tech,filtered_out,41.68,0.4582,45.12,False,0.0112682816720774,-0.0022898892612344,0.2181312578605432
2025-04-14,MSFT,short,mega_cap_tech,filtered_out,41.59,0.458,44.85,False,-0.0541243988873132,0.1581446373576511,0.3002347831027685
2025-04-14,MSFT,medium,mega_cap_tech,filtered_out,39.88,0.4541,39.5,False,-0.0541243988873132,0.1581446373576511,0.3002347831027685
2025-04-14,MSFT,long,mega_cap_tech,filtered_out,41.68,0.4582,45.12,False,-0.0541243988873132,0.1581446373576511,0.3002347831027685
2025-05-13,MSFT,short,mega_cap_tech,early_watchlist,50.93,0.4793,57.35,False,0.0219777769239002,0.0542094710869462,0.1644437643920284
2025-05-13,MSFT,medium,mega_cap_tech,early_watchlist,45.66,0.4673,57.56,False,0.0219777769239002,0.0542094710869462,0.1644437643920284
2025-05-13,MSFT,long,mega_cap_tech,early_watchlist,45.38,0.4666,56.68,False,0.0219777769239002,0.0542094710869462,0.1644437643920284
2025-06-11,MSFT,short,mega_cap_tech,early_watchlist,45.33,0.4599,44.94,False,0.0161228542580227,0.0649569831368481,0.0558567376358289
2025-06-11,MSFT,medium,mega_cap_tech,early_watchlist,49.38,0.4691,57.96,False,0.0161228542580227,0.0649569831368481,0.0558567376358289
2025-06-11,MSFT,long,mega_cap_tech,early_watchlist,51.01,0.4728,58.87,False,0.0161228542580227,0.0649569831368481,0.0558567376358289
2025-07-11,MSFT,short,mega_cap_tech,early_watchlist,45.9,0.4644,43.29,False,0.0133712086764434,0.0371929122039131,0.0518933515608268
2025-07-11,MSFT,medium,mega_cap_tech,early_watchlist,51.17,0.4764,56.76,False,0.0133712086764434,0.0371929122039131,0.0518933515608268
2025-07-11,MSFT,long,mega_cap_tech,early_watchlist,52.5,0.4794,60.14,False,0.0133712086764434,0.0371929122039131,0.0518933515608268
2025-08-08,MSFT,short,mega_cap_tech,filtered_out,38.9,0.05,39.6,False,-0.0035819488351949,-0.0440979573557878,-0.0079686989007492
2025-08-08,MSFT,medium,mega_cap_tech,early_watchlist,50.69,0.2704,52.48,False,-0.0035819488351949,-0.0440979573557878,-0.0079686989007492
